"longitude","latitude","id","Color.majority","Color.plurality","Color.all","Pattern.majority","Pattern.plurality","Pattern.all","time.n","time.mean","time.min","time.max","time.all","scientific_name","place_guess","common_name","species_guess","iconic_taxon_name","taxon_id","num_identification_agreements","num_identification_disagreements","observed_on_string","observed_on","s.color","date","year","month","day","elevation","temp","precip"
-79.75251485,35.63206963,39944076,1,1,"""1""(2)","4","4","""4""(2)",2,2.17171808,1.916824734,2.426611425,"2.426611425000033,1.916824734000329","Pantherophis_alleghaniensis","Grant, NC 27205, USA","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,1,0,"2020-03-13 1:02:40 PM EDT","3/13/20","black","2020-03-13",2020,3,13,217,14.9041662216187,1174
-82.32212741,29.61737815,39967182,5,5,"""5""(2)","2","2","""2""(2)",2,2.015517949,2.002968595,2.028067302,"2.0280673020000677,2.002968595001221","Pantherophis_alleghaniensis","Sweetwater Wetlands Park","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,4,0,"2020-03-14 10:07:54 AM EDT","3/14/20","yellow","2020-03-14",2020,3,14,20,20.5166664123535,1322
-84.30196031,34.03902129,39985334,2,2,"""2""(2)","1","1","""1""(2)",2,3.867151654,2.383110285,5.351193023,"5.351193022999951,2.3831102849999297","Pantherophis_alleghaniensis","Alpharetta, GA, US","Eastern/Gray Ratsnake Complex","Eastern/Gray Ratsnake Complex","Reptilia",857190,1,0,"Sat Mar 14 2020 16:02:31 GMT-0400 (EDT)","3/14/20","dark_gray","2020-03-14",2020,3,14,300,16.1958332061768,1368
-79.89530308,35.59944347,39991064,1,1,"""1""(2)","4","4","""4""(2)",2,6.423037116,2.746337081,10.09973715,"2.7463370810000924,10.099737150998408","Pantherophis_alleghaniensis","Randolph County, US-NC, US","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,2,0,"2020-03-14 1:08:30 PM EDT","3/14/20","black","2020-03-14",2020,3,14,240,14.8833332061768,1177
-84.90191798,33.46467013,39991121,2,2,"""2""(2)","1","1","""1""(2)",2,2.539114704,1.966510394,3.111719014,"3.1117190139999593,1.9665103939987603","Pantherophis_alleghaniensis","Georgia, US","Eastern/Gray Ratsnake Complex","Eastern/Gray Ratsnake Complex","Reptilia",857190,4,0,"Sat Mar 14 2020 15:52:41 GMT-0400 (EDT)","3/14/20","dark_gray","2020-03-14",2020,3,14,226,16.2000007629395,1337
-81.1081555,32.1545195,39991686,3,3,"""3""(2)","2","2","""2""(2)",2,3.387587166,1.696587519,5.078586813,"1.696587518999877,5.078586813000584","Pantherophis_alleghaniensis","Savannah National Wildlife Refuge, Hardeeville, SC, US","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,2,0,"Sat Mar 14 2020 13:14:24 GMT-0400 (EDT)","3/14/20","light_gray","2020-03-14",2020,3,14,1,19.0750007629395,1263
-82.37336974,28.07073889,39992278,5,5,"""5""(2)","2","2","""2""(2)",2,2.049744087,1.958793995,2.140694179,"2.140694178999979,1.9587939950015425","Pantherophis_alleghaniensis","Lettuce Lake Park, Tampa, FL, US","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,4,0,"Sat Mar 14 2020 10:32:51 GMT-0400 (EDT)","3/14/20","yellow","2020-03-14",2020,3,14,20,22.2999992370605,1290
-84.1714712,33.6250348,40020513,1,1,"""1""(2)","4","4","""4""(2)",2,1.328552671,1.063649555,1.593455786,"1.0636495549988467,1.5934557860018685","Pantherophis_alleghaniensis","2620 Georgia 155 SW, Stockbridge, GA 30281, USA","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,2,0,"2020/03/14 11:32 AM EDT","3/14/20","black","2020-03-14",2020,3,14,264,16.2958335876465,1278
-80.7695488,33.79546883,40026161,3,3,"""3""(2)","N/A","N/A","""1""(1),""3""(1)",2,6.925010091,2.911359724,10.93866046,"10.938660456999969,2.9113597240011586","Pantherophis_alleghaniensis","Congaree National Park, Gadsden, SC, US","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,1,0,"Sat Feb 29 2020 12:27:28 GMT-0500 (EST)","2/29/20","light_gray","2020-02-29",2020,2,29,36,17.158332824707,1168
-82.45243297,29.758009,40033741,5,5,"""5""(2)","2","2","""2""(2)",2,2.164036393,1.953445234,2.374627552,"2.3746275519999926,1.953445233999446","Pantherophis_alleghaniensis","Alachua, FL, USA","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,2,0,"2020-03-15 10:53:33 AM EDT","3/15/20","yellow","2020-03-15",2020,3,15,41,20.3583335876465,1345
-82.64311507,29.59528604,40125794,3,3,"""3""(2)","N/A","N/A","""1""(1),""2""(1)",2,7.393025709,6.34351274,8.442538678,"8.442538677999892,6.343512740000733","Pantherophis_alleghaniensis","Newberry, FL, USA","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,2,0,"2020-03-17 7:40:25 AM EDT","3/17/20","light_gray","2020-03-17",2020,3,17,30,20.5708332061768,1415
-76.50627139,39.15631,40127989,1,1,"""1""(2)","4","4","""4""(2)",2,1.60187231,1.449371537,1.754373083,"1.7543730830000186,1.449371537000843","Pantherophis_alleghaniensis","Riviera Beach, MD, USA","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,3,0,"2017/05/18 6:19 PM EDT","5/18/17","black","2017-05-18",2017,5,18,NA,NA,NA
-76.58663285,39.41648202,40138025,1,1,"""1""(2)","4","4","""4""(2)",2,2.187366148,1.4861669,2.888565397,"1.4861668999999438,2.8885653969991836","Pantherophis_alleghaniensis","Hampton National Historic Site, Towson, MD, US","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,2,0,"Tue Mar 17 2020 14:09:42 GMT-0400 (EDT)","3/17/20","black","2020-03-17",2020,3,17,121,12.7250003814697,1143
-78.333315,38.60098667,4014323,1,1,"""1""(2)","4","4","""4""(2)",2,1.046720341,0.84824954,1.245191141,"0.8482495400021435,1.2451911409989407","Pantherophis_alleghaniensis","Shenandoah National Park, Nicholson Hollow Trail","Eastern Ratsnake","Eastern Rat Snake","Reptilia",59644,2,0,"5/16/15 12:00","5/16/15","black","2015-05-16",2015,5,16,715,10.0833330154419,1147
-78.69461167,36.03914167,40158753,1,1,"""1""(2)","4","4","""4""(2)",2,4.611981539,2.949954947,6.27400813,"6.274008130000084,2.949954947000151","Pantherophis_alleghaniensis","Creedmoor, NC, US","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,1,0,"Tue Mar 17 2020 17:55:48 GMT-0400 (EDT)","3/17/20","black","2020-03-17",2020,3,17,106,14.9583330154419,1138
-81.80699911,28.1732338,40173005,5,5,"""5""(2)","2","2","""2""(2)",2,2.081729267,2.007559434,2.1558991,"2.1558990999999423,2.0075594339996314","Pantherophis_alleghaniensis","Polk City, FL 33868, USA","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,3,0,"2020-03-16 3:57:07 PM EDT","3/16/20","yellow","2020-03-16",2020,3,16,48,22.2000007629395,1252
-76.85752778,38.49233333,40191733,1,1,"""1""(2)","4","4","""4""(2)",2,2.626682687,2.302929408,2.950435966,"2.3029294079999545,2.950435966000441","Pantherophis_alleghaniensis","Bryantown, MD, USA","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,2,0,"2020-03-18 12:42:55 PM EDT","3/18/20","black","2020-03-18",2020,3,18,48,13.3791666030884,1073
-84.61493263,33.7891141,40193333,2,2,"""2""(2)","1","1","""1""(2)",2,2.164998319,1.877477844,2.452518794,"1.8774778440001683,2.452518793999843","Pantherophis_alleghaniensis","Georgia, US","Eastern/Gray Ratsnake Complex","Eastern/Gray Ratsnake Complex","Reptilia",857190,4,0,"Wed Mar 18 2020 15:03:27 GMT-0400 (EDT)","3/18/20","dark_gray","2020-03-18",2020,3,18,285,16.1749992370605,1306
-83.84078253,33.91029805,40205463,1,1,"""1""(2)","4","4","""4""(2)",2,22.92900041,1.37187771,44.48612311,"1.3718777100000352,44.48612311299985","Pantherophis_alleghaniensis","Indian Shoals Rd, Dacula, GA, US","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,1,0,"Wed Mar 18 2020 12:37:06 GMT-0400 (EDT)","3/18/20","black","2020-03-18",2020,3,18,278,15.9291667938232,1307
-83.83103427,34.24581984,40214098,1,1,"""1""(2)","4","4","""4""(2)",2,1.697138915,1.434546576,1.959731255,"1.4345465760000025,1.9597312549994967","Pantherophis_alleghaniensis","Calvary Church Rd, Gainesville, GA, US","Eastern/Gray Ratsnake Complex","Eastern/Gray Ratsnake Complex","Reptilia",857190,4,0,"Wed Mar 18 2020 13:38:38 GMT-0400 (EDT)","3/18/20","black","2020-03-18",2020,3,18,351,15.4708337783813,1406
-82.6430849,29.59528371,40229704,3,3,"""3""(2),""5""(1)","3","3","""3""(3)",3,4.904703235,2.282004074,9.639802298,"2.7923033320003015,2.2820040740000422,9.639802297999267","Pantherophis_alleghaniensis","Newberry, FL, USA","Eastern/Gray Ratsnake Complex","Eastern/Gray Ratsnake Complex","Reptilia",857190,1,0,"2020-03-19 8:30:55 AM EDT","3/19/20","light_gray","2020-03-19",2020,3,19,30,20.5708332061768,1415
-78.29353887,35.36779948,40234128,1,1,"""1""(2)","4","4","""4""(2)",2,4.011763854,2.705123411,5.318404298,"2.705123411000386,5.318404297999223","Pantherophis_alleghaniensis","6601 Devils Racetrack Rd, Four Oaks, NC 27524, USA","Eastern/Gray Ratsnake Complex","Eastern/Gray Ratsnake Complex","Reptilia",857190,3,1,"2017/06/27 2:18 PM EDT","6/27/17","black","2017-06-27",2017,6,27,35,15.8708333969116,1218
-77.35958833,37.24364667,40235727,1,1,"""1""(2)","4","4","""4""(2)",2,1.865072891,1.743745292,1.986400491,"1.743745292000085,1.9864004909995856","Pantherophis_alleghaniensis","Petersburg National Battlefield, Prince George, VA, US","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,2,0,"Thu Mar 19 2020 10:37:42 GMT-0400 (EDT)","3/19/20","black","2020-03-19",2020,3,19,13,14.9291667938232,1126
-78.68753833,38.24339,4023596,1,1,"""1""(2)","4","4","""4""(2)",2,1.407559279,1.209311124,1.605807433,"1.209311124002852,1.605807432999427","Pantherophis_alleghaniensis","Albemarle, Shenandoah National Park, Shenandoah, Virginia, United States","Eastern Ratsnake","Eastern Rat Snake","Reptilia",59644,2,0,"10/26/13 12:22","10/26/13","black","2013-10-26",2013,10,26,756,10.3708333969116,1162
-77.18078434,38.26645111,40238886,2,2,"""2""(2)","1","1","""1""(2)",2,3.349623207,2.497886822,4.201359592,"4.201359592000017,2.4978868220005097","Pantherophis_alleghaniensis","King George","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,3,0,"2020-03-19 10:46:25 AM EDT","3/19/20","dark_gray","2020-03-19",2020,3,19,58,13.6083335876465,1042
-80.91737376,35.36307209,40240296,1,1,"""1""(2)","4","4","""4""(2)",2,4.382140596,1.953207382,6.811073809,"1.9532073820000733,6.811073808999936","Pantherophis_alleghaniensis","Latta Plantation Nature Preserve, Huntersville, NC, US","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,1,0,"Thu Mar 19 2020 12:57:49 GMT-0400 (EDT)","3/19/20","black","2020-03-19",2020,3,19,211,15.2208337783813,1144
-76.87326464,39.31635987,40244667,1,1,"""1""(2)","4","4","""4""(2)",2,1.885381394,1.315821904,2.454940884,"1.315821903999904,2.4549408840011893","Pantherophis_alleghaniensis","Woodstock, MD, US","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,1,0,"Thu Mar 19 2020 14:16:07 GMT-0400 (EDT)","3/19/20","black","2020-03-19",2020,3,19,144,12.2208337783813,1143
-82.83482025,34.65162161,40256963,1,1,"""1""(2)","4","4","""4""(2)",2,2.041693217,1.915347395,2.16803904,"2.1680390399999396,1.9153473949991167","Pantherophis_alleghaniensis","Hopewell, Clemson, SC 29631, USA","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,1,0,"2020-03-19 11:58:54 AM EDT","3/19/20","black","2020-03-19",2020,3,19,212,15.9791669845581,1357
-79.15636539,35.61417546,40257605,1,1,"""1""(2)","4","4","""4""(2)",2,1.551403361,1.483883059,1.618923664,"1.6189236640000217,1.4838830589997087","Pantherophis_alleghaniensis","Chatham County, US-NC, US","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,1,0,"2020/03/19 4:31 PM EDT","3/19/20","black","2020-03-19",2020,3,19,81,15.3458337783813,1164
-81.02658862,33.94211526,40268911,3,3,"""3""(2),""U""(1)","U","U","""U""(3)",3,6.259679314,2.012505979,12.20977858,"2.012505979000707,4.556753387000072,12.209778576001554","Pantherophis_alleghaniensis","Cayce, SC, USA","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,1,0,"2020-3-19 2:28 PM EDT","3/19/20","light_gray","2020-03-19",2020,3,19,43,17.5625,1158
-77.050543,38.697777,40272762,1,1,"""1""(2)","4","4","""4""(2)",2,3.718908751,2.450305278,4.987512225,"4.9875122249998185,2.450305278000087","Pantherophis_alleghaniensis","Accokeek, MD 20607, USA","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,2,0,"2020-03-19 7:03:58 PM EDT","3/19/20","black","2020-03-19",2020,3,19,NA,NA,NA
-80.892634,28.487892,4028929,6,6,"""5""(1),""6""(2)","2","2","""2""(3)",3,2.018233804,1.302137723,2.961526476,"2.9615264759995625,1.302137722999987,1.791037213999516","Pantherophis_alleghaniensis","Florida, United States","Eastern Ratsnake","Eastern Rat Snake","Reptilia",59644,2,0,"7/28/12 9:09","7/28/12","orange","2012-07-28",2012,7,28,11,21.8666667938232,1274
-76.9401594,38.9124254,40295830,1,1,"""1""(2)","4","4","""4""(2)",2,3.39417797,1.483966263,5.304389677,"5.304389677000017,1.483966263000184","Pantherophis_alleghaniensis","1550 Anacostia Ave NE, Washington, DC 20019, USA","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,2,0,"2020/03/14 10:18 AM EDT","3/14/20","black","2020-03-14",2020,3,14,9,13.8249998092651,1075
-81.9562091,33.3875455,40298184,2,2,"""2""(2)","1","1","""1""(2)",2,8.761521324,2.389127302,15.13391535,"15.133915346000094,2.389127301999906","Pantherophis_alleghaniensis","1858 Lock and Dam Rd, Augusta, GA 30906, USA","Eastern/Gray Ratsnake Complex","Eastern/Gray Ratsnake Complex","Reptilia",857190,2,0,"8/7/13 12:45","8/7/13","dark_gray","2013-08-07",2013,8,7,36,17.5708332061768,1145
-84.58983333,33.46516667,4031283,3,3,"""2""(1),""3""(2)","1","1","""1""(3)",3,3.648882226,1.339543142,5.760924034,"1.3395431419994566,3.846179502000041,5.76092403399889","Pantherophis_alleghaniensis","159 E Crestwood Rd, Tyrone, GA, US","Eastern Ratsnake","Eastern Rat Snake","Reptilia",59644,2,0,"Tue Jun 18 2013 17:47:15 GMT-0400 (EDT)","6/18/13","light_gray","2013-06-18",2013,6,18,289,16.1916675567627,1309
-80.65109284,28.00455941,40312929,5,5,"""5""(2)","2","2","""2""(2)",2,4.693437616,3.947521362,5.43935387,"5.4393538700001045,3.9475213620007708","Pantherophis_alleghaniensis","Florida, US","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,4,0,"2019-12-09T16:16:42.136Z","12/9/19","yellow","2019-12-09",2019,12,9,11,22.6708335876465,1193
-76.59153244,38.48995245,40316950,1,1,"""1""(2)","4","4","""4""(2)",2,1.655210286,1.499380241,1.811040332,"1.8110403319999477,1.4993802409990167","Pantherophis_alleghaniensis","Port Republic, MD 20676, USA","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,1,0,"2020-03-20 11:03:38 AM EDT","3/20/20","black","2020-03-20",2020,3,20,21,13.5416669845581,1102
-77.18573021,38.8221004,40335761,1,1,"""1""(2)","4","4","""4""(2)",2,1.739470381,1.498430082,1.98051068,"1.4984300820001408,1.9805106799994974","Pantherophis_alleghaniensis","United States","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,1,0,"2020/03/20 6:54 PM EDT","3/20/20","black","2020-03-20",2020,3,20,116,13.3833332061768,1047
-79.36529524,33.13951013,40336686,3,3,"""3""(2),""5""(1)","2","2","""2""(3)",3,2.779144436,1.451127849,4.392506138,"4.3925061379995896,1.4511278490001587,2.4937993210005516","Pantherophis_alleghaniensis","Charleston County, SC, USA","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,1,0,"2020/03/14 3:02 PM EDT","3/14/20","light_gray","2020-03-14",2020,3,14,1,18.125,1343
-81.37082833,28.846345,40372840,5,5,"""5""(2)","2","2","""2""(2)",2,4.233429377,1.502821326,6.964037428,"6.964037427999983,1.5028213259993208","Pantherophis_alleghaniensis","Michigan Ave, Sanford, FL, US","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,4,0,"Sat Mar 21 2020 10:42:11 GMT-0400 (EDT)","3/21/20","yellow","2020-03-21",2020,3,21,13,21.5416660308838,1273
-80.956025,28.465905,4038621,3,3,"""3""(2),""U""(1)","2","2","""2""(2),""U""(1)",3,86.04200706,2.008101708,252.7478015,"2.0081017079974117,3.370117973000106,252.74780148899663","Pantherophis_alleghaniensis","32709, Christmas, FL, US","Eastern Ratsnake","Eastern Rat Snake","Reptilia",59644,2,0,"Tue Jul 05 2016 20:10:41 GMT-0400 (EDT)","7/5/16","light_gray","2016-07-05",2016,7,5,12,21.904167175293,1266
-79.61022167,32.99999667,40390409,3,3,"""3""(2),""5""(1)","2","2","""2""(3)",3,5.316555552,1.410103706,12.03993242,"2.4996305249987927,1.4101037059999726,12.039932423998835","Pantherophis_alleghaniensis","Francis Marion National Forest, Awendaw, SC, US","Eastern Ratsnake",NA,"Reptilia",59644,0,0,"Sat Mar 21 2020 14:13:14 GMT-0400 (EDT)","3/21/20","light_gray","2020-03-21",2020,3,21,7,18.0166664123535,1310
-78.68927267,35.72086048,40392608,1,1,"""1""(2)","4","4","""4""(2)",2,6.258332995,2.066170655,10.45049533,"2.066170654998132,10.450495334996958","Pantherophis_alleghaniensis","Raleigh, NC 27606, USA","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,1,0,"2020-03-21 4:04:19 PM EDT","3/21/20","black","2020-03-21",2020,3,21,98,15.3874998092651,1152
-79.10364963,35.83179285,40393014,1,1,"""1""(2)","4","4","""4""(2)",2,1.226388663,1.062676837,1.39010049,"1.0626768369984347,1.3901004899998952","Pantherophis_alleghaniensis","Briar Chapel, Chapel Hill, NC, US","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,1,0,"Sat Mar 21 2020 14:42:12 GMT-0400 (EDT)","3/21/20","black","2020-03-21",2020,3,21,148,14.9625005722046,1175
-83.57217178,34.13177732,40400772,3,3,"""2""(1),""3""(2)","1","1","""1""(3)",3,10.18981754,2.175411411,25.49974833,"2.175411411000823,2.8942928779999875,25.499748327001726","Pantherophis_alleghaniensis","Jefferson City Lake, Jefferson, GA, US","Eastern/Gray Ratsnake Complex","Eastern/Gray Ratsnake Complex","Reptilia",857190,0,0,"Sat Mar 21 2020 16:54:48 GMT-0400 (EDT)","3/21/20","light_gray","2020-03-21",2020,3,21,234,16.029167175293,1326
-76.34027167,39.84021667,40405155,1,1,"""1""(2)","4","4","""4""(2)",2,1.838679871,1.776625431,1.900734311,"1.7766254310008662,1.9007343109988142","Pantherophis_alleghaniensis","Holtwood, PA, US","Eastern Ratsnake",NA,"Reptilia",59644,0,0,"Sat Mar 21 2020 13:51:19 GMT-0400 (EDT)","3/21/20","black","2020-03-21",2020,3,21,123,11.6000003814697,1036
-74.23306333,41.73913,40420765,1,1,"""1""(2)","4","4","""4""(2)",2,3.536542267,1.490724285,5.58236025,"5.582360249999965,1.4907242849985778","Pantherophis_alleghaniensis","Main St, Accord, NY, US","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,1,0,"Sat Mar 21 2020 15:47:23 GMT-0400 (EDT)","3/21/20","black","2020-03-21",2020,3,21,407,8.21666717529297,1270
-83.89199182,33.96207481,4047602,1,1,"""1""(4)","4","4","""4""(4)",4,5.107776512,1.584084174,9.707749138,"1.5840841739991447,2.3983776720015157,9.707749138000324,6.740895062999925","Pantherophis_alleghaniensis","1030 Leighs Brook Way, Dacula, GA, US","Eastern Ratsnake","Eastern Rat Snake","Reptilia",59644,1,0,"Tue Sep 06 2016 08:29:00 GMT-0400 (EDT)","9/6/16","black","2016-09-06",2016,9,6,323,15.8666667938232,1343
-77.11250282,38.9305258,40527100,1,1,"""1""(2)","4","4","""4""(2)",2,4.223474231,2.9451166,5.501831862,"5.501831862000017,2.945116599999892","Pantherophis_alleghaniensis","Northwest Washington, Washington, DC, USA","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,1,0,"2020/03/20 6:26 PM EDT","3/20/20","black","2020-03-20",2020,3,20,25,13.4708337783813,1036
-83.75340705,33.13725177,40565029,2,2,"""2""(2)","1","1","""1""(2)",2,6.2850406,4.394985357,8.175095842,"8.175095842001667,4.394985356999996","Pantherophis_alleghaniensis","Georgia, US","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,3,0,"Wed Mar 18 2020 16:24:01 GMT-0400 (EDT)","3/18/20","dark_gray","2020-03-18",2020,3,18,155,17.0208339691162,1231
-77.23296427,38.64364015,40586173,1,1,"""1""(2)","4","4","""4""(2)",2,1.788734083,1.651681251,1.925786915,"1.6516812509999,1.9257869150005718","Pantherophis_alleghaniensis","Woodbridge, VA 22191, USA","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,4,0,"2020/03/20 6:41 AM HST","3/20/20","black","2020-03-20",2020,3,20,2,13.8125,1001
-77.0479223,38.9375639,40610626,1,1,"""1""(2)","4","4","""4""(2)",2,2.792353256,1.527453283,4.057253229,"4.057253229000025,1.5274532829989766","Pantherophis_alleghaniensis","Washington, DC 20008, USA","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,4,0,"2007/04/22 7:16 AM EDT","4/22/07","black","2007-04-22",2007,4,22,56,13.4916667938232,1068
-80.99545333,28.58358,40617920,5,5,"""5""(2)","2","2","""2""(2)",2,2.168706002,1.508965043,2.828446961,"2.828446961000054,1.5089650429999892","Pantherophis_alleghaniensis","Christmas, FL, US","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,1,0,"Mon Mar 23 2020 18:06:48 GMT-0400 (EDT)","3/23/20","yellow","2020-03-23",2020,3,23,14,21.7416667938232,1290
-77.28774481,39.2461411,40619966,1,1,"""1""(2)","4","4","""4""(2)",2,4.30678005,4.136267996,4.477292104,"4.1362679960065805,4.477292104000071","Pantherophis_alleghaniensis","Little Bennett Regional Park","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,1,0,"2019-04-03 2:45:09 PM EDT","4/3/19","black","2019-04-03",2019,4,3,200,11.9791669845581,1040
-80.27961667,26.08233883,40638165,5,5,"""5""(2)","2","2","""2""(2)",2,3.332021888,3.173742981,3.490300795,"3.173742981000032,3.490300795001531","Pantherophis_alleghaniensis","Ridge Trace, Davie, FL, US","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,3,0,"Tue Mar 24 2020 10:34:30 GMT-0400 (EDT)","3/24/20","yellow","2020-03-24",2020,3,24,7,24.1375007629395,1561
-82.02265,34.147107,4064452,1,1,"""1""(2)","4","4","""4""(2)",2,3.441308979,2.153013416,4.729604542,"4.7296045419991515,2.1530134159997942","Pantherophis_alleghaniensis","Ninety Six National Historic Site, SC, USA","Eastern Ratsnake","Eastern Rat Snake","Reptilia",59644,2,0,"2016/08/21 11:44 AM EDT","8/21/16","black","2016-08-21",2016,8,21,159,16.1625003814697,1187
-81.90213074,34.02758958,40650615,1,1,"""1""(2)","4","4","""4""(2)",2,4.30083034,1.491519718,7.110140962,"7.1101409620000595,1.4915197179998358","Pantherophis_alleghaniensis","South Carolina, US","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,2,0,"Mon Feb 03 2020 15:16:52 GMT-0500 (EST)","2/3/20","black","2020-02-03",2020,2,3,166,16.220832824707,1197
-78.34745,38.53889167,40669398,1,1,"""1""(2)","4","4","""4""(2)",2,2.635431634,1.959861303,3.311001965,"3.3110019650000595,1.959861302999343","Pantherophis_alleghaniensis","Weakley Hollow Rd, Syria, VA, US","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,2,0,"Sun Sep 29 2019 12:32:55 GMT-0400 (EDT)","9/29/19","black","2019-09-29",2019,9,29,377,11.5875005722046,1065
-81.38172179,36.07500974,40672324,1,1,"""1""(2)","4","4","""4""(2)",2,4.061780387,1.49322597,6.630334805,"6.630334805000075,1.4932259699999122","Pantherophis_alleghaniensis","Beaver Creek, NC, USA","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,2,0,"2020-03-24 9:11:00 PM EDT","3/24/20","black","2020-03-24",2020,3,24,335,13.6208333969116,1231
-76.70104638,38.94615056,40685732,1,1,"""1""(2)","4","4","""4""(2)",2,3.755982282,1.511009657,6.000954906,"6.000954906000061,1.5110096570006135","Pantherophis_alleghaniensis","Prince George's County, MD, USA","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,1,0,"2013/05/12 12:05 PM EDT","5/12/13","black","2013-05-12",2013,5,12,34,13.1000003814697,1110
-80.9246136,25.29517694,40689111,5,5,"""5""(2),""6""(1)","2","2","""2""(3)",3,1.921266613,1.278007364,2.874740718,"1.2780073640000182,2.874740717999998,1.6110517559998243","Pantherophis_alleghaniensis","Everglades National Park, US-FL, US","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,4,0,"2013/01/10 3:12 PM EST","1/10/13","yellow","2013-01-10",2013,1,10,3,24.2708339691162,1252
-82.46301789,29.72697582,40698946,3,3,"""3""(1)","2","2","""2""(1)",1,2.123331799,2.123331799,2.123331799,"2.123331799","Pantherophis_alleghaniensis","San Felasco Hammock Preserve State Park, Alachua, FL, US","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,4,0,"Wed Mar 25 2020 12:38:10 GMT-0400 (EDT)","3/25/20","light_gray","2020-03-25",2020,3,25,41,20.3666667938232,1352
-78.61159296,37.98349007,40706747,1,1,"""1""(2)","4","4","""4""(2)",2,5.546156121,3.653995533,7.438316709,"3.653995532999943,7.4383167089999915","Pantherophis_alleghaniensis","Anchorage Farm Vista Rd, Charlottesville, VA, US","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,4,0,"Fri Mar 20 2020 13:03:25 GMT-0400 (EDT)","3/20/20","black","2020-03-20",2020,3,20,216,13.0666666030884,1158
-81.21022384,29.25253408,40706954,5,5,"""5""(2)","2","2","""2""(2)",2,1.828570901,1.691032146,1.966109656,"1.6910321459999977,1.9661096559993894","Pantherophis_alleghaniensis","SR-40 E, Ormond Beach, FL, US","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,3,0,"Wed Mar 25 2020 14:55:50 GMT-0400 (EDT)","3/25/20","yellow","2020-03-25",2020,3,25,20,20.9874992370605,1303
-83.38170046,33.9819495,40711555,2,2,"""2""(2)","1","1","""1""(2)",2,2.511930909,2.481944402,2.541917417,"2.5419174169999224,2.481944401999499","Pantherophis_alleghaniensis","Sandy Creek Nature Center, Athens, GA, US","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,2,0,"Wed Mar 25 2020 15:53:08 GMT-0400 (EDT)","3/25/20","dark_gray","2020-03-25",2020,3,25,201,16.6958332061768,1263
-81.73972899,29.46976146,40724457,3,3,"""3""(1)","2","2","""2""(1)",1,4.585818918,4.585818918,4.585818918,"4.585818918","Pantherophis_alleghaniensis","Florida, US","Eastern Ratsnake","Eastern Ratsnake","Reptilia",59644,2,0,"Wed Mar 25 2020 17:08:01 GMT-0400 (EDT)","3/25/20","light_gray","2020-03-25",2020,3,25,13,20.720832824707,1284
